frame,left,right,forward,backward
frame_0.jpg,0,0,0,1
frame_1.jpg,0,0,0,1
frame_2.jpg,0,0,0,1
frame_3.jpg,0,0,0,1
frame_4.jpg,0,0,0,1
frame_5.jpg,0,0,0,1
frame_6.jpg,0,0,0,1
frame_7.jpg,0,0,0,1
frame_8.jpg,0,0,0,1
frame_9.jpg,0,0,0,1
frame_10.jpg,0,0,0,1
frame_11.jpg,0,0,0,1
frame_12.jpg,0,0,0,1
frame_13.jpg,0,0,0,1
frame_14.jpg,0,0,0,1
frame_15.jpg,0,0,0,1
frame_16.jpg,0,0,0,1
frame_17.jpg,0,0,0,1
frame_18.jpg,0,0,0,1
frame_19.jpg,0,0,0,1
frame_20.jpg,0,0,0,1
frame_21.jpg,0,0,0,1
frame_22.jpg,0,0,0,1
frame_23.jpg,0,0,0,1
frame_24.jpg,0,0,0,1
frame_25.jpg,0,0,0,1
frame_100.jpg,0,0,0,1
frame_101.jpg,0,0,0,1
frame_102.jpg,0,0,0,1
frame_103.jpg,0,0,0,1
frame_104.jpg,0,0,0,1
frame_105.jpg,0,0,0,1
frame_106.jpg,0,0,0,1
frame_107.jpg,0,0,0,1
frame_108.jpg,0,0,0,1
frame_109.jpg,0,0,0,1
frame_110.jpg,0,0,0,1
frame_111.jpg,0,0,0,1
frame_112.jpg,0,0,0,1
frame_113.jpg,0,0,0,1
frame_114.jpg,0,0,0,1
frame_115.jpg,0,0,0,1
frame_116.jpg,0,0,0,1
frame_117.jpg,0,0,0,1
frame_118.jpg,0,0,0,1
frame_119.jpg,0,0,0,1
frame_120.jpg,0,0,0,1
frame_121.jpg,0,0,0,1
frame_122.jpg,0,0,0,1
frame_123.jpg,0,0,0,1
frame_124.jpg,0,0,0,1
frame_125.jpg,0,0,0,1
frame_150.jpg,0,0,0,1
frame_151.jpg,0,0,0,1
frame_152.jpg,0,0,0,1
frame_153.jpg,0,0,0,1
frame_154.jpg,0,0,0,1
frame_155.jpg,0,0,0,1
frame_156.jpg,0,0,0,1
frame_157.jpg,0,0,0,1
frame_158.jpg,0,0,0,1
frame_159.jpg,0,0,0,1
frame_160.jpg,0,0,0,1
frame_161.jpg,0,0,0,1
frame_162.jpg,0,0,0,1
frame_163.jpg,0,0,0,1
frame_164.jpg,0,0,0,1
frame_165.jpg,0,0,0,1
frame_166.jpg,0,0,0,1
frame_167.jpg,0,0,0,1
frame_168.jpg,0,0,0,1
frame_169.jpg,0,0,0,1
frame_170.jpg,0,0,0,1
frame_171.jpg,0,0,0,1
frame_172.jpg,0,0,0,1
frame_173.jpg,0,0,0,1
frame_174.jpg,0,0,0,1
frame_175.jpg,0,0,0,1
frame_176.jpg,0,0,0,1
frame_177.jpg,0,0,0,1
frame_178.jpg,0,0,0,1
frame_179.jpg,0,0,0,1
frame_180.jpg,0,0,0,1
frame_250.jpg,0,0,0,1
frame_251.jpg,0,0,0,1
frame_252.jpg,0,0,0,1
frame_253.jpg,0,0,0,1
frame_254.jpg,0,0,0,1
frame_255.jpg,0,0,0,1
frame_256.jpg,0,0,0,1
frame_257.jpg,0,0,0,1
frame_258.jpg,0,0,0,1
frame_259.jpg,0,0,0,1
