frame,left,right,forward,backward
frame_100.jpg,0,0,1,0
frame_101.jpg,0,0,1,0
frame_102.jpg,0,0,1,0
frame_103.jpg,0,0,1,0
frame_104.jpg,0,0,1,0
frame_105.jpg,0,0,1,0
frame_106.jpg,0,0,1,0
frame_107.jpg,0,0,1,0
frame_108.jpg,0,0,1,0
frame_109.jpg,0,0,1,0
frame_110.jpg,0,0,1,0
frame_111.jpg,0,0,1,0
frame_112.jpg,0,0,1,0
frame_113.jpg,0,0,1,0
frame_114.jpg,0,0,1,0
frame_115.jpg,0,0,1,0
frame_116.jpg,0,0,1,0
frame_117.jpg,0,0,1,0
frame_118.jpg,0,0,1,0
frame_119.jpg,0,0,1,0
frame_120.jpg,0,0,1,0
frame_121.jpg,0,0,1,0
frame_122.jpg,0,0,1,0
frame_123.jpg,0,0,1,0
frame_124.jpg,0,0,1,0
frame_125.jpg,0,0,1,0
frame_126.jpg,0,0,1,0
frame_127.jpg,0,0,1,0
frame_128.jpg,0,0,1,0
frame_129.jpg,0,0,1,0
frame_130.jpg,0,0,1,0
frame_131.jpg,0,0,1,0
frame_132.jpg,0,0,1,0
frame_133.jpg,0,0,1,0
frame_134.jpg,0,0,1,0
frame_135.jpg,0,0,1,0
frame_136.jpg,0,0,1,0
frame_137.jpg,0,0,1,0
frame_138.jpg,0,0,1,0
frame_139.jpg,0,0,1,0
frame_140.jpg,0,0,1,0
frame_141.jpg,0,0,1,0
frame_142.jpg,0,0,1,0
frame_143.jpg,0,0,1,0
frame_144.jpg,0,0,1,0
frame_145.jpg,0,0,1,0
frame_146.jpg,0,0,1,0
frame_147.jpg,0,0,1,0
frame_148.jpg,0,0,1,0
frame_149.jpg,0,0,1,0
frame_150.jpg,0,0,1,0
frame_151.jpg,0,0,1,0
frame_152.jpg,0,0,1,0
frame_153.jpg,0,0,1,0
frame_154.jpg,0,0,1,0
frame_155.jpg,0,0,1,0
frame_156.jpg,0,0,1,0
frame_157.jpg,0,0,1,0
frame_158.jpg,0,0,1,0
frame_159.jpg,0,0,1,0
frame_160.jpg,0,0,1,0
frame_161.jpg,0,0,1,0
frame_162.jpg,0,0,1,0
frame_163.jpg,0,0,1,0
frame_164.jpg,0,0,1,0
frame_165.jpg,0,0,1,0
frame_166.jpg,0,0,1,0
