frame,left,right,forward,backward
frame_0.jpg,1,0,1,0
frame_1.jpg,1,0,1,0
frame_2.jpg,1,0,1,0
frame_3.jpg,1,0,1,0
frame_4.jpg,1,0,1,0
frame_5.jpg,1,0,1,0
frame_6.jpg,1,0,1,0
frame_7.jpg,1,0,1,0
frame_8.jpg,1,0,1,0
frame_9.jpg,1,0,1,0
frame_10.jpg,1,0,1,0
frame_11.jpg,1,0,1,0
frame_12.jpg,1,0,1,0
frame_13.jpg,1,0,1,0
frame_14.jpg,1,0,1,0
frame_15.jpg,1,0,1,0
frame_16.jpg,1,0,1,0
frame_17.jpg,1,0,1,0
frame_18.jpg,1,0,1,0
frame_19.jpg,1,0,1,0
frame_20.jpg,1,0,1,0
frame_21.jpg,1,0,1,0
frame_22.jpg,1,0,1,0
frame_23.jpg,1,0,1,0
frame_24.jpg,1,0,1,0
frame_25.jpg,1,0,1,0
frame_26.jpg,1,0,1,0
frame_27.jpg,1,0,1,0
frame_28.jpg,1,0,1,0
frame_29.jpg,1,0,1,0
frame_30.jpg,1,0,1,0
frame_31.jpg,1,0,1,0
frame_32.jpg,1,0,1,0
frame_33.jpg,1,0,1,0
frame_34.jpg,1,0,1,0
frame_35.jpg,1,0,1,0
frame_36.jpg,1,0,1,0
frame_37.jpg,1,0,1,0
frame_38.jpg,1,0,1,0
frame_39.jpg,1,0,1,0
frame_40.jpg,1,0,1,0
frame_0.jpg,1,0,1,0
frame_1.jpg,1,0,1,0
frame_2.jpg,1,0,1,0
frame_3.jpg,1,0,1,0
frame_4.jpg,1,0,1,0
frame_5.jpg,1,0,1,0
frame_6.jpg,1,0,1,0
frame_7.jpg,1,0,1,0
frame_8.jpg,1,0,1,0
frame_9.jpg,1,0,1,0
frame_10.jpg,1,0,1,0
frame_11.jpg,1,0,1,0
frame_12.jpg,1,0,1,0
frame_13.jpg,1,0,1,0
frame_14.jpg,1,0,1,0
frame_15.jpg,1,0,1,0
frame_16.jpg,1,0,1,0
frame_17.jpg,1,0,1,0
frame_18.jpg,1,0,1,0
frame_19.jpg,1,0,1,0
frame_20.jpg,1,0,1,0
frame_21.jpg,1,0,1,0
frame_22.jpg,1,0,1,0
frame_23.jpg,1,0,1,0
frame_24.jpg,1,0,1,0
frame_25.jpg,1,0,1,0
frame_26.jpg,1,0,1,0
frame_27.jpg,1,0,1,0
frame_28.jpg,1,0,1,0
frame_29.jpg,1,0,1,0
frame_30.jpg,1,0,1,0
frame_31.jpg,1,0,1,0
frame_32.jpg,1,0,1,0
frame_33.jpg,1,0,1,0
frame_34.jpg,1,0,1,0
frame_35.jpg,1,0,1,0
frame_36.jpg,1,0,1,0
frame_37.jpg,1,0,1,0
frame_38.jpg,1,0,1,0
frame_39.jpg,1,0,1,0
frame_40.jpg,1,0,1,0
frame_55.jpg,0,1,1,0
frame_56.jpg,0,1,1,0
frame_57.jpg,0,1,1,0
frame_58.jpg,0,1,1,0
frame_59.jpg,0,1,1,0
