frame,left,right,forward,backward
frame_140.jpg,0,1,1,0
frame_141.jpg,0,1,1,0
frame_142.jpg,0,1,1,0
frame_143.jpg,0,1,1,0
frame_144.jpg,0,1,1,0
frame_145.jpg,0,1,1,0
frame_146.jpg,0,1,1,0
frame_147.jpg,0,1,1,0
frame_148.jpg,0,1,1,0
frame_149.jpg,0,1,1,0
frame_150.jpg,0,1,1,0
frame_151.jpg,0,1,1,0
frame_152.jpg,0,1,1,0
frame_153.jpg,0,1,1,0
frame_154.jpg,0,1,1,0
frame_155.jpg,0,1,1,0
frame_156.jpg,0,1,1,0
frame_157.jpg,0,1,1,0
frame_158.jpg,0,1,1,0
frame_159.jpg,0,1,1,0
frame_160.jpg,0,1,1,0
frame_161.jpg,0,1,1,0
frame_162.jpg,0,1,1,0
frame_163.jpg,0,1,1,0
frame_164.jpg,0,1,1,0
frame_165.jpg,0,1,1,0
frame_166.jpg,0,1,1,0
frame_167.jpg,0,1,1,0
frame_168.jpg,0,1,1,0
frame_169.jpg,0,1,1,0
frame_170.jpg,0,1,1,0
frame_171.jpg,0,1,1,0
frame_172.jpg,0,1,1,0
frame_173.jpg,0,1,1,0
frame_174.jpg,0,1,1,0
frame_175.jpg,0,1,1,0
frame_176.jpg,0,1,1,0
frame_177.jpg,0,1,1,0
frame_178.jpg,0,1,1,0
frame_179.jpg,0,1,1,0
frame_180.jpg,0,1,1,0
frame_181.jpg,0,1,1,0
frame_182.jpg,0,1,1,0
frame_183.jpg,0,1,1,0
frame_184.jpg,0,1,1,0
frame_185.jpg,0,1,1,0
frame_186.jpg,0,1,1,0
frame_187.jpg,0,1,1,0
frame_188.jpg,0,1,1,0
frame_189.jpg,0,1,1,0
frame_190.jpg,0,1,1,0
frame_191.jpg,0,1,1,0
frame_192.jpg,0,1,1,0
frame_193.jpg,0,1,1,0
frame_194.jpg,0,1,1,0
frame_195.jpg,0,1,1,0
frame_196.jpg,0,1,1,0
frame_197.jpg,0,1,1,0
frame_198.jpg,0,1,1,0
frame_199.jpg,0,1,1,0
frame_200.jpg,0,1,1,0
frame_201.jpg,0,1,1,0
frame_202.jpg,0,1,1,0
frame_203.jpg,0,1,1,0
frame_204.jpg,0,1,1,0
frame_205.jpg,0,1,1,0
frame_206.jpg,0,1,1,0
frame_207.jpg,0,1,1,0
frame_208.jpg,0,1,1,0
frame_209.jpg,0,1,1,0
frame_210.jpg,0,1,1,0
frame_211.jpg,0,1,1,0
frame_212.jpg,0,1,1,0
frame_213.jpg,0,1,1,0
frame_214.jpg,0,1,1,0
frame_215.jpg,0,1,1,0
frame_216.jpg,0,1,1,0
frame_217.jpg,0,1,1,0
frame_218.jpg,0,1,1,0
frame_219.jpg,0,1,1,0
frame_220.jpg,0,1,1,0
frame_221.jpg,0,1,1,0
frame_222.jpg,0,1,1,0
frame_223.jpg,0,1,1,0
frame_224.jpg,0,1,1,0
frame_225.jpg,0,1,1,0
frame_226.jpg,0,1,1,0
frame_227.jpg,0,1,1,0
