frame,left,right,forward,backward
frame_60.jpg,0,0,1,0
frame_61.jpg,0,0,1,0
frame_62.jpg,0,0,1,0
frame_63.jpg,0,0,1,0
frame_64.jpg,0,0,1,0
frame_65.jpg,0,0,1,0
frame_66.jpg,0,0,1,0
frame_67.jpg,0,0,1,0
frame_68.jpg,0,0,1,0
frame_69.jpg,0,0,1,0
frame_70.jpg,0,0,1,0
frame_71.jpg,0,0,1,0
frame_72.jpg,0,0,1,0
frame_73.jpg,0,0,1,0
frame_74.jpg,0,0,1,0
frame_75.jpg,0,0,1,0
frame_76.jpg,0,0,1,0
frame_77.jpg,0,0,1,0
frame_78.jpg,0,0,1,0
frame_79.jpg,0,0,1,0
frame_80.jpg,0,0,1,0
frame_81.jpg,0,0,1,0
frame_82.jpg,0,0,1,0
frame_83.jpg,0,0,1,0
frame_84.jpg,0,0,1,0
frame_85.jpg,0,0,1,0
frame_86.jpg,0,0,1,0
frame_87.jpg,0,0,1,0
frame_88.jpg,0,0,1,0
frame_89.jpg,0,0,1,0
frame_90.jpg,0,0,1,0
frame_91.jpg,0,0,1,0
frame_92.jpg,0,0,1,0
frame_93.jpg,0,0,1,0
frame_94.jpg,0,0,1,0
frame_95.jpg,0,0,1,0
frame_96.jpg,0,0,1,0
frame_97.jpg,0,0,1,0
frame_98.jpg,0,0,1,0
frame_99.jpg,0,0,1,0
frame_100.jpg,0,0,1,0
frame_101.jpg,0,0,1,0
frame_102.jpg,0,0,1,0
frame_103.jpg,0,0,1,0
frame_104.jpg,0,0,1,0
frame_105.jpg,0,0,1,0
frame_106.jpg,0,0,1,0
frame_107.jpg,0,0,1,0
frame_108.jpg,0,0,1,0
frame_109.jpg,0,0,1,0
frame_110.jpg,0,0,1,0
frame_111.jpg,0,0,1,0
frame_112.jpg,0,0,1,0
frame_113.jpg,0,0,1,0
frame_114.jpg,0,0,1,0
frame_115.jpg,0,0,1,0
frame_116.jpg,0,0,1,0
frame_117.jpg,0,0,1,0
frame_118.jpg,0,0,1,0
frame_119.jpg,0,0,1,0
frame_120.jpg,0,0,1,0
frame_121.jpg,0,0,1,0
frame_122.jpg,0,0,1,0
frame_123.jpg,0,0,1,0
frame_124.jpg,0,0,1,0
frame_125.jpg,0,0,1,0
frame_126.jpg,0,0,1,0
frame_127.jpg,0,0,1,0
frame_128.jpg,0,0,1,0
frame_129.jpg,0,0,1,0
frame_130.jpg,0,0,1,0
frame_131.jpg,0,0,1,0
frame_132.jpg,0,0,1,0
frame_133.jpg,0,0,1,0
frame_134.jpg,0,0,1,0
frame_135.jpg,0,0,1,0
frame_136.jpg,0,0,1,0
frame_137.jpg,0,0,1,0
frame_138.jpg,0,0,1,0
frame_139.jpg,0,0,1,0
frame_140.jpg,0,0,1,0
frame_141.jpg,0,0,1,0
frame_142.jpg,0,0,1,0
frame_143.jpg,0,0,1,0
frame_144.jpg,0,0,1,0
frame_145.jpg,0,0,1,0
frame_146.jpg,0,0,1,0
frame_147.jpg,0,0,1,0
frame_148.jpg,0,0,1,0
frame_149.jpg,0,0,1,0
frame_150.jpg,0,0,1,0
frame_151.jpg,0,0,1,0
frame_152.jpg,0,0,1,0
frame_153.jpg,0,0,1,0
frame_154.jpg,0,0,1,0
frame_155.jpg,0,0,1,0
frame_156.jpg,0,0,1,0
frame_157.jpg,0,0,1,0
frame_158.jpg,0,0,1,0
frame_159.jpg,0,0,1,0
frame_160.jpg,0,0,1,0
frame_180.jpg,0,0,1,0
frame_181.jpg,0,0,1,0
frame_182.jpg,0,0,1,0
frame_183.jpg,0,0,1,0
frame_184.jpg,0,0,1,0
frame_185.jpg,0,0,1,0
frame_186.jpg,0,0,1,0
frame_187.jpg,0,0,1,0
frame_188.jpg,0,0,1,0
frame_189.jpg,0,0,1,0
frame_190.jpg,0,0,1,0
frame_191.jpg,0,0,1,0
frame_192.jpg,0,0,1,0
frame_193.jpg,0,0,1,0
frame_194.jpg,0,0,1,0
frame_195.jpg,0,0,1,0
frame_196.jpg,0,0,1,0
frame_197.jpg,0,0,1,0
frame_198.jpg,0,0,1,0
frame_199.jpg,0,0,1,0
frame_200.jpg,0,0,1,0
frame_201.jpg,0,0,1,0
frame_202.jpg,0,0,1,0
frame_203.jpg,0,0,1,0
frame_204.jpg,0,0,1,0
frame_205.jpg,0,0,1,0
frame_206.jpg,0,0,1,0
frame_207.jpg,0,0,1,0
frame_208.jpg,0,0,1,0
frame_209.jpg,0,0,1,0
frame_210.jpg,0,0,1,0
frame_211.jpg,0,0,1,0
frame_212.jpg,0,0,1,0
frame_213.jpg,0,0,1,0
frame_214.jpg,0,0,1,0
frame_215.jpg,0,0,1,0
frame_216.jpg,0,0,1,0
frame_217.jpg,0,0,1,0
frame_218.jpg,0,0,1,0
frame_219.jpg,0,0,1,0
frame_220.jpg,0,0,1,0
frame_221.jpg,0,0,1,0
frame_222.jpg,0,0,1,0
frame_223.jpg,0,0,1,0
frame_224.jpg,0,0,1,0
frame_225.jpg,0,0,1,0
frame_226.jpg,0,0,1,0
frame_227.jpg,0,0,1,0
frame_228.jpg,0,0,1,0
frame_229.jpg,0,0,1,0
frame_230.jpg,0,0,1,0
frame_231.jpg,0,0,1,0
frame_232.jpg,0,0,1,0
frame_233.jpg,0,0,1,0
frame_234.jpg,0,0,1,0
frame_235.jpg,0,0,1,0
frame_236.jpg,0,0,1,0
frame_237.jpg,0,0,1,0
frame_238.jpg,0,0,1,0
frame_239.jpg,0,0,1,0
frame_240.jpg,0,0,1,0
frame_241.jpg,0,0,1,0
frame_242.jpg,0,0,1,0
frame_243.jpg,0,0,1,0
frame_244.jpg,0,0,1,0
frame_245.jpg,0,0,1,0
frame_246.jpg,0,0,1,0
frame_247.jpg,0,0,1,0
frame_248.jpg,0,0,1,0
frame_249.jpg,0,0,1,0
frame_250.jpg,0,0,1,0
frame_251.jpg,0,0,1,0
frame_252.jpg,0,0,1,0
frame_253.jpg,0,0,1,0
frame_254.jpg,0,0,1,0
frame_255.jpg,0,0,1,0
frame_256.jpg,0,0,1,0
frame_257.jpg,0,0,1,0
frame_258.jpg,0,0,1,0
frame_259.jpg,0,0,1,0
frame_260.jpg,0,0,1,0
frame_261.jpg,0,0,1,0
frame_262.jpg,0,0,1,0
frame_263.jpg,0,0,1,0
frame_264.jpg,0,0,1,0
frame_265.jpg,0,0,1,0
frame_266.jpg,0,0,1,0
frame_267.jpg,0,0,1,0
frame_268.jpg,0,0,1,0
frame_269.jpg,0,0,1,0
frame_270.jpg,0,0,1,0
frame_271.jpg,0,0,1,0
frame_272.jpg,0,0,1,0
frame_273.jpg,0,0,1,0
frame_274.jpg,0,0,1,0
frame_275.jpg,0,0,1,0
